 (VTI) , , ,  
Holding details,2024-01-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
,"2262864","CSGP","CoStar Group Inc.",12825494,$1070672239.12,0.0723654628,"Real Estate Services","US",---
,"2240202","CMI","Cummins Inc.",4453545,$1065733318.5,0.072031647,"Construction Machinery & Heavy Transport","US",---
,"BKT9Y49","DDOG","Datadog Inc. Class A",8554450,$1064515758,0.0719493535,"Application Software","US",---
,"2372763","IT","Gartner Inc.",2325963,$1063988514.72,0.0719137178,"IT Consulting & Other Services","US",---
,"2698470","PPG","PPG Industries Inc.",7420680,$1046612707.2,0.0707393076,"Specialty Chemicals","US",---
,"2614807","XEL","Xcel Energy Inc.",17371920,$1040056850.4,0.0702962051,"Electric Utilities","US",---
,"BN13P03","DASH","DoorDash Inc. Class A",9912354,$1032867286.8,0.069810271,"Restaurants","US",---
,"BL5GZ82","IR","Ingersoll Rand Inc.",12743401,$1017688003.86,0.0687843213,"Industrial Machinery & Supplies & Compon","US",---
,"BK73B42","CTVA","Corteva Inc.",22202189,$1009755555.72,0.0682481766,"Fertilizers & Agricultural Chemicals","US",---
,"B3NQ4P8","KMI","Kinder Morgan Inc.",59347785,$1004164522.2,0.0678702853,"Oil & Gas Storage & Transportation","US",---
,"BN78DQ4","PLTR","Palantir Technologies Inc. Class A",61822576,$994725247.84,0.067232296,"Application Software","US",---
,"2572079","MLM","Martin Marietta Materials Inc.",1940919,$986802037.98,0.0666967757,"Construction Materials","US",---
,"2216850","ED","Consolidated Edison Inc.",10840527,$985403904.3,0.0666022775,"Multi-Utilities","US",---
,"BD3W133","KDP","Keurig Dr Pepper Inc.",30729543,$966136831.92,0.065300039,"Soft Drinks & Non-alcoholic Beverages","US",---
,"2583576","ON","ON Semiconductor Corp.",13546039,$963529754.07,0.0651238297,"Semiconductors","US",---
,"B02HWR9","EXR","Extra Space Storage Inc.",6640178,$959107310.32,0.064824922,"Self-Storage REITs","US",---
,"BD8FDD1","TTD","Trade Desk Inc. Class A",14007929,$958562581.47,0.0647881044,"Advertising","US",---
,"BBM5MD6","CDW","CDW Corp./DE",4207934,$954022796.48,0.0644812657,"Technology Distributors","US",---
,"2319146","EFX","Equifax Inc.",3878730,$947728888.2,0.064055868,"Research & Consulting Services","US",---
,"2931205","VMC","Vulcan Materials Co.",4167769,$941957471.69,0.0636657848,"Construction Materials","US",---
,"2497406","KR","Kroger Co.",20388365,$940719161.1,0.0635820888,"Food Retail","US",---
,"2047317","ADM","Archer-Daniels-Midland Co.",16754270,$931202326.6,0.0629388573,"Agricultural Products & Services","US",---
,"BYRY499","KHC","Kraft Heinz Co.",25045067,$929923337.71,0.062852412,"Packaged Foods & Meats","US",---
,"BR4T3B3","HUBS","HubSpot Inc.",1504915,$919503065,0.0621481181,"Application Software","US",---
,"2740542","ACGL","Arch Capital Group Ltd.",11139126,$918198156.18,0.0620599209,"Property & Casualty Insurance","BM",---
,"2320524","EL","Estee Lauder Cos. Inc. Class A",6953523,$917795500.77,0.0620327059,"Personal Care Products","US",---
,"2754060","ROK","Rockwell Automation Inc.",3607606,$913734447.68,0.0617582242,"Electrical Components & Equipment","US",---
,"2422806","HSY","Hershey Co.",4712003,$911961060.62,0.061638363,"Packaged Foods & Meats","US",---
,"B5B1S13","DG","Dollar General Corp.",6897654,$910973163.78,0.0615715923,"Consumer Staples Merchandise Retail","US",---
,"2707677","PEG","Public Service Enterprise Group Inc.",15572959,$903075892.41,0.0610378251,"Multi-Utilities","US",---
,"2405302","HAL","Halliburton Co.",25320387,$902671796.55,0.0610105127,"Oil & Gas Equipment & Services","US",---
,"BDHLTQ5","BKR","Baker Hughes Co. Class A",31559042,$899432697,0.0607915858,"Oil & Gas Equipment & Services","US",---
,"2045623","ANSS","ANSYS Inc.",2733704,$896190182.32,0.0605724281,"Application Software","US",---
,"BYWH073","VICI","VICI Properties Inc. Class A",29669443,$893643623.16,0.0604003092,"Other Specialized REITs","US",---
,"BL6JPG8","GEHC","GE HealthCare Technologies Inc.",12162087,$892210702.32,0.0603034598,"Health Care Equipment","US",---
,"2150204","PWR","Quanta Services Inc.",4574115,$887607015.75,0.0599923021,"Construction & Engineering","US",---
,"2330299","FICO","Fair Isaac Corp.",737196,$883772680.68,0.059733144,"Application Software","US",---
,"2122117","TTWO","Take-Two Interactive Software Inc.",5352976,$882866331.68,0.0596718849,"Interactive Home Entertainment","US",---
,"2732903","RMD","ResMed Inc.",4624017,$879488033.4,0.0594435498,"Health Care Equipment","US",---
,"2754907","RCL","Royal Caribbean Cruises Ltd.",6841076,$872237190,0.0589534739,"Hotels, Resorts & Cruise Lines","LR",---
,"2950482","WST","West Pharmaceutical Services Inc.",2326542,$867869962.26,0.0586582982,"Life Sciences Tools & Services","US",---
,"BYT3MK1","FTV","Fortive Corp.",11052562,$864089297.16,0.0584027675,"Industrial Machinery & Supplies & Compon","US",---
,"B7Y8YR3","FANG","Diamondback Energy Inc.",5616414,$863467488.36,0.0583607402,"Oil & Gas Exploration & Production","US",---
,"B01Z7J1","MPWR","Monolithic Power Systems Inc.",1431789,$862967866.08,0.0583269713,"Semiconductors","US",---
,"BFH3N85","VEEV","Veeva Systems Inc. Class A",4141507,$858989966.87,0.0580581098,"Health Care Technology","US",---
,"2272476","DLTR","Dollar Tree Inc.",6568988,$858041212.56,0.0579939847,"Consumer Staples Merchandise Retail","US",---
,"BF2FJ99","MDB","MongoDB Inc. Class A",2132664,$854174585.28,0.0577326439,"Internet Services & Infrastructure","US",---
,"B3P2CN8","XYL","Xylem Inc./NY",7593381,$853799759.64,0.0577073099,"Industrial Machinery & Supplies & Compon","US",---
,"2712013","GPN","Global Payments Inc.",6383958,$850534724.34,0.0574866301,"Transaction & Payment Processing Service","US",---
,"2480677","DVN","Devon Energy Corp.",20108183,$844945849.66,0.0571088847,"Oil & Gas Exploration & Production","US",---
,"2175672","CAH","Cardinal Health Inc.",7737435,$844850527.65,0.057102442,"Health Care Distributors","US",---
,"BQZJ0Q9","KEYS","Keysight Technologies Inc.",5491934,$841693804.84,0.0568890828,"Electronic Equipment & Instruments","US",---
,"B1YLC43","DFS","Discover Financial Services",7877331,$831215967.12,0.0561808982,"Consumer Finance","US",---
,"2783815","ZBH","Zimmer Biomet Holdings Inc.",6568177,$824963031.2,0.0557582697,"Health Care Equipment","US",---
,"2476193","HIG","Hartford Financial Services Group Inc.",9444362,$821281719.52,0.0555094543,"Property & Casualty Insurance","US",---
,"2126249","MTD","Mettler-Toledo International Inc.",681522,$815911323.18,0.0551464756,"Life Sciences Tools & Services","US",---
,"2829515","EIX","Edison International",12045995,$812863742.6,0.0549404932,"Electric Utilities","US",---
,"B424494","SPLK","Splunk Inc.",5287814,$810992033.18,0.0548139866,"Application Software","US",---
,"BYX4D52","HPQ","HP Inc.",27946537,$802345077.27,0.0542295491,"Technology Hardware, Storage & Periphera","US",---
,"BYY8XK8","WEC","WEC Energy Group Inc.",9925717,$801600904.92,0.0541792514,"Multi-Utilities","US",---
,"BDB6Q21","WTW","Willis Towers Watson plc",3254555,$801596896.5,0.0541789805,"Insurance Brokers","IE",---
,"2131179","AVB","AvalonBay Communities Inc.",4454882,$797468426.82,0.0538999421,"Multi-Family Residential REITs","US",---
,"B1W9D46","DAL","Delta Air Lines Inc.",20256280,$792830799.2,0.0535864904,"Passenger Airlines","US",---
,"B1VQR35","SMCI","Super Micro Computer Inc.",1484520,$786216637.2,0.0531394471,"Technology Hardware, Storage & Periphera","US",---
,"B6WVMH3","CBRE","CBRE Group Inc. Class A",9089025,$784473747.75,0.0530216472,"Real Estate Services","US",---
,"2224701","GLW","Corning Inc.",24126485,$783869497.65,0.0529808067,"Electronic Components","US",---
,"B28TS42","ULTA","Ulta Beauty Inc.",1544627,$775479985.35,0.0524137695,"Other Specialty Retail","US",---
,"2195841","CHD","Church & Dwight Co. Inc.",7730753,$771915687.05,0.0521728629,"Household Products","US",---
,"B3SPXZ3","LYB","LyondellBasell Industries NV Class A",8156545,$767694015.4,0.0518875251,"Commodity Chemicals","NL",---
,"B2R3PV1","AWK","American Water Works Co. Inc.",6146475,$762285829.5,0.0515219922,"Water Utilities","US",---
,"2702337","TROW","T. Rowe Price Group Inc.",7026074,$761977725.3,0.0515011678,"Asset Management & Custody Banks","US",---
,"2900335","TSCO","Tractor Supply Co.",3389457,$761272042.2,0.0514534716,"Other Specialty Retail","US",---
,"BZ6TS23","SBAC","SBA Communications Corp. Class A",3394367,$759862996.62,0.0513582359,"Telecom Tower REITs","US",---
,"B1VP7R6","BR","Broadridge Financial Solutions Inc.",3700626,$755667829.2,0.0510746895,"Data Processing & Outsourced Services","US",---
,"BK0VN47","DD","DuPont de Nemours Inc.",12177978,$752599040.4,0.0508672737,"Specialty Chemicals","US",---
,"2958936","WY","Weyerhaeuser Co.",22925204,$751258935.08,0.0507766976,"Timber REITs","US",---
,"2955733","WAB","Wabtec Corp.",5631419,$740925797.83,0.0500782931,"Construction Machinery & Heavy Transport","US",---
,"2965107","NDAQ","Nasdaq Inc.",12729327,$735373220.79,0.049703001,"Financial Exchanges & Data","US",---
,"2336747","FITB","Fifth Third Bancorp",21414172,$733221249.28,0.0495575518,"Diversified Banks","US",---
,"BKLJ8V2","HWM","Howmet Aerospace Inc.",12969946,$729689161.96,0.0493188223,"Aerospace & Defense","US",---
,"B783TY6","APTV","Aptiv plc",8882632,$722424460.56,0.0488278097,"Automotive Parts & Equipment","JE",---
,"2340168","MTB","M&T Bank Corp.",5215228,$720222986.8,0.0486790147,"Regional Banks","US",---
,"2613990","ILMN","Illumina Inc.",4986369,$713100630.69,0.0481976232,"Life Sciences Tools & Services","US",---
,"2708841","PHM","PulteGroup Inc.",6771859,$708065577.04,0.0478573099,"Homebuilding","US",---
,"BJXC5M2","NET","Cloudflare Inc. Class A",8847287,$699378037.35,0.0472701294,"Internet Services & Infrastructure","US",---
,"BJ2Z0H2","PINS","Pinterest Inc. Class A",18460900,$691729923,0.0467532025,"Interactive Media & Services","US",---
,"BM8JYX3","WBD","Warner Bros Discovery Inc.",68950028,$690879280.56,0.0466957086,"Movies & Entertainment","US",---
,"B00FWN1","ALNY","Alnylam Pharmaceuticals Inc.",3961116,$684916567.56,0.0462926959,"Biotechnology","US",---
,"2319157","EQR","Equity Residential",11360799,$683806491.81,0.0462176672,"Multi-Family Residential REITs","US",---
,"2842040","STT","State Street Corp.",9224313,$681400001.31,0.0460550153,"Asset Management & Custody Banks","US",---
,"BFY8C75","STE","STERIS plc",3104055,$679632842.25,0.0459355752,"Health Care Equipment","IE",---
,"B0BV2M7","BLDR","Builders FirstSource Inc.",3881127,$674268193.71,0.045572985,"Building Products","US",---
,"2637785","NVR","NVR Inc.",94729,$670235146.41,0.0453003961,"Homebuilding","US",---
,"2293819","EBAY","eBay Inc.",16318885,$670216606.95,0.045299143,"Broadline Retail","US",---
,"BHKD3S6","DELL","Dell Technologies Inc.",7998715,$662933499.2,0.0448068864,"Technology Hardware, Storage & Periphera","US",---
,"2009210","ARE","Alexandria Real Estate Equities Inc.",5480219,$662558477.1,0.0447815391,"Office REITs","US",---
,"2317087","ETR","Entergy Corp.",6634759,$661883557.84,0.0447359222,"Electric Utilities","US",---
,"2278407","DOV","Dover Corp.",4385637,$656880709.86,0.0443977856,"Industrial Machinery & Supplies & Compon","US",---
,"BZ00V34","ZS","Zscaler Inc.",2779983,$655158593.61,0.0442813898,"Systems Software","US",---
,"2212706","MOH","Molina Healthcare Inc.",1831555,$652839464.2,0.0441246426,"Managed Health Care","US",---
,"2718992","RJF","Raymond James Financial Inc.",5905317,$650647827.06,0.0439765125,"Investment Banking & Brokerage","US",---
,"2464165","IFF","International Flavors & Fragrances Inc.",8021388,$647165583.84,0.0437411518,"Specialty Chemicals","US",---
,"B95N910","PTC","PTC Inc.",3558511,$642845012.15,0.0434491295,"Application Software","US",---
,"BF14BT1","ARES","Ares Management Corp. Class A",5276275,$640961887,0.0433218513,"Asset Management & Custody Banks","US",---
,"BD81GW9","INVH","Invitation Homes Inc.",19193883,$632054567.19,0.0427198162,"Single-Family Residential REITs","US",---
,"2100920","FE","FirstEnergy Corp.",17103975,$627373803,0.0424034489,"Electric Utilities","US",---
,"B4R28B3","FLT","FleetCor Technologies Inc.",2160378,$626358393.54,0.0423348186,"Transaction & Payment Processing Service","US",---
,"2503477","TDY","Teledyne Technologies Inc.",1486330,$621984515.1,0.0420391933,"Electronic Equipment & Instruments","US",---
,"B748CK2","EXPE","Expedia Group Inc.",4189653,$621451229.49,0.0420031492,"Hotels, Resorts & Cruise Lines","US",---
,"BVFTF03","IRM","Iron Mountain Inc.",9186205,$620252561.6,0.0419221326,"Other Specialized REITs","US",---
,"BMC9P69","COIN","Coinbase Global Inc. Class A",4831070,$619343174,0.0418606682,"Financial Exchanges & Data","US",---
,"2367480","GPC","Genuine Parts Co.",4405054,$617720722.42,0.0417510087,"Distributors","US",---
,"2085102","BAX","Baxter International Inc.",15934477,$616504915.13,0.0416688337,"Health Care Equipment","US",---
,"BYVYWS0","HPE","Hewlett Packard Enterprise Co.",40249100,$615408739,0.0415947444,"Technology Hardware, Storage & Periphera","US",---
,"2289874","DRI","Darden Restaurants Inc.",3783700,$615153946,0.0415775233,"Restaurants","US",---
,"2679204","ALGN","Align Technology Inc.",2285946,$611079084.72,0.0413021083,"Health Care Supplies","US",---
,"B5834C5","CBOE","Cboe Global Markets Inc.",3317184,$609864278.4,0.0412200009,"Financial Exchanges & Data","US",---
,"2267278","DECK","Deckers Outdoor Corp.",808261,$609210563.53,0.0411758171,"Footwear","US",---
,"2093666","BRK.A","Berkshire Hathaway Inc. Class A",1051,$607499020,0.0410601359,"Multi-Sector Holdings","US",---
,"BL3LWS8","VRT","Vertiv Holdings Co. Class A",10767757,$606547751.81,0.0409958409,"Electrical Components & Equipment","US",---
,"2680905","PPL","PPL Corp.",23111954,$605533194.8,0.0409272682,"Electric Utilities","US",---
,"B55PZY3","TRGP","Targa Resources Corp.",7015553,$596041382.88,0.0402857279,"Oil & Gas Storage & Transportation","US",---
,"BMWBC20","RBLX","ROBLOX Corp.",15355304,$595939348.24,0.0402788315,"Interactive Home Entertainment","US",---
,"BVVN4Q8","ES","Eversource Energy",10965558,$594552554.76,0.0401850998,"Electric Utilities","US",---
,"2803014","PFG","Principal Financial Group Inc.",7513331,$594304482.1,0.0401683328,"Life & Health Insurance","US",---
,"2586122","LH","Laboratory Corp. of America Holdings",2666415,$592744054.5,0.0400628654,"Health Care Services","US",---
,"2566436","MKL","Markel Group Inc.",394947,$591405486.21,0.0399723931,"Property & Casualty Insurance","US",---
,"2937689","WAT","Waters Corp.",1854263,$589117897.73,0.0398177778,"Life Sciences Tools & Services","US",---
,"2927925","VTR","Ventas Inc.",12663238,$587447610.82,0.0397048851,"Health Care REITs","US",---
,"B02T2J7","LVS","Las Vegas Sands Corp.",12008232,$587442709.44,0.0397045538,"Casinos & Gaming","US",---
,"2954699","WDC","Western Digital Corp.",10225094,$585386631.5,0.0395655859,"Technology Hardware, Storage & Periphera","US",---
,"2849472","STLD","Steel Dynamics Inc.",4839479,$584076720.51,0.0394770506,"Steel","US",---
,"2507457","AKAM","Akamai Technologies Inc.",4732975,$583244509.25,0.0394208024,"Internet Services & Infrastructure","US",---
,"2222631","COO","Cooper Cos. Inc.",1557074,$580835314.22,0.0392579678,"Health Care Supplies","US",---
,"2280220","DTE","DTE Energy Co.",5498143,$579614235.06,0.0391754365,"Multi-Utilities","US",---
,"B5367T7","BAH","Booz Allen Hamilton Holding Corp. Class A",4103196,$577606900.92,0.0390397632,"Research & Consulting Services","US",---
,"2445966","HBAN","Huntington Bancshares Inc./OH",45355252,$577372357.96,0.0390239107,"Regional Banks","US",---
,"2325507","EXPD","Expeditors International of Washington Inc.",4556111,$575573502.63,0.0389023282,"Air Freight & Logistics","US",---
,"2050832","AEE","Ameren Corp.",8256308,$574391347.56,0.0388224278,"Multi-Utilities","US",---
,"B3Z5T14","GRMN","Garmin Ltd.",4805535,$574213377.15,0.0388103989,"Consumer Electronics","CH",---
,"2630643","NTAP","NetApp Inc.",6550502,$571203774.4,0.0386069835,"Technology Hardware, Storage & Periphera","US",---
,"B75JX34","LPLA","LPL Financial Holdings Inc.",2373810,$567791613.9,0.0383763596,"Investment Banking & Brokerage","US",---
,"2329770","FDS","FactSet Research Systems Inc.",1192407,$567490339.44,0.0383559968,"Financial Exchanges & Data","US",---
,"2204026","CLX","Clorox Co.",3891765,$565278866.25,0.038206526,"Household Products","US",---
,"BPGMZQ5","VLTO","Veralto Corp.",7365748,$564879214.12,0.038179514,"Environmental & Facilities Services","US",---
,"BDFG6S3","HUBB","Hubbell Inc. Class B",1683015,$564769343.55,0.038172088,"Electrical Components & Equipment","US",---
,"2433530","HOLX","Hologic Inc.",7555779,$562452188.76,0.0380154742,"Health Care Equipment","US",---
,"2279303","OMC","Omnicom Group Inc.",6209464,$561211356.32,0.0379316078,"Advertising","US",---
,"2831543","LUV","Southwest Airlines Co.",18753039,$560528335.71,0.0378854433,"Passenger Airlines","US",---
,"2162340","CTRA","Coterra Energy Inc.",22492644,$559616982.72,0.037823846,"Oil & Gas Exploration & Production","US",---
,"2909644","TYL","Tyler Technologies Inc.",1320817,$558375386.75,0.037739928,"Application Software","US",---
,"2692687","BRO","Brown & Brown Inc.",7187742,$557481269.52,0.0376794957,"Insurance Brokers","US",---
,"BDT5S35","AXON","Axon Enterprise Inc.",2235545,$556784837.7,0.0376324247,"Aerospace & Defense","US",---
,"2599700","ENTG","Entegris Inc.",4716010,$555074377,0.0375168167,"Semiconductor Materials & Equipment","US",---
,"2440637","CNP","CenterPoint Energy Inc.",19760249,$552101357.06,0.0373158738,"Multi-Utilities","US",---
,"2073022","BALL","Ball Corp.",9912474,$549646683.3,0.0371499653,"Metal, Glass & Plastic Containers","US",---
,"B01R311","RF","Regions Financial Corp.",29227310,$545673877.7,0.0368814481,"Regional Banks","US",---
,"2196888","CINF","Cincinnati Financial Corp.",4922459,$545408457.2,0.0368635087,"Property & Casualty Insurance","US",---
,"2142922","VRSN","VeriSign Inc.",2726099,$542166569.12,0.0366443933,"Internet Services & Infrastructure","US",---
,"2550161","MKC","McCormick & Co. Inc./MD",7896448,$538221895.68,0.0363777775,"Packaged Foods & Meats","US",---
,"BKVD2N4","STX","Seagate Technology Holdings plc",6263562,$536661992.16,0.0362723455,"Technology Hardware, Storage & Periphera","IE",---
