 () , , ,  
Holding details,2024-04-30
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of fund*,Sector,Market,Security depository receipt type
,"2417619","HCSG","Healthcare Services Group Inc",1262040,$13402864.8,0.02552,"Commercial Services & Supplies","US","Common Stock"
,"2518954","BDN","Brandywine Realty Trust",2951696,$13400699.84,0.02552,"Office REITs","US","REIT"
,"2600088","MNRO","Monro Inc",487206,$13276363.5,0.02528,"Specialty Retail","US","Common Stock"
,"B3RDWC8","MXL","MaxLinear Inc",632313,$13145787.27,0.02503,"Semiconductors & Semiconductor Equipment","US","Common Stock"
,"2828147","HTLF","Heartland Financial USA Inc",311169,$13103326.59,0.02495,"Banks","US","Common Stock"
,"2125246","SAH","Sonic Automotive Inc",225917,$13067039.28,0.02488,"Specialty Retail","US","Common Stock"
,"2677640","MD","Pediatrix Medical Group Inc",1442846,$12798044.02,0.02437,"Health Care Providers & Services","US","Common Stock"
,"BK8MDM0","HLIO","Helios Technologies Inc",283442,$12783234.2,0.02434,"Machinery","US","Common Stock"
,"2030674","AMWD","American Woodmark Corp",137444,$12655843.52,0.0241,"Building Products","US","Common Stock"
,"BGJRH35","CWEN/A","Clearway Energy Inc",582767,$12651871.57,0.02409,"Independent Power and Renewable Electricity Producers","US","Common Stock"
,"BFWGXV2","MMI","Marcus & Millichap Inc",395301,$12519182.67,0.02384,"Real Estate Management & Development","US","Common Stock"
,"2730877","RWT","Redwood Trust Inc",2255071,$12470542.63,0.02375,"Mortgage Real Estate Investment Trusts (REITs)","US","REIT"
,"BN4G703","AMC","AMC Entertainment Holdings Inc",4225163,$12379727.59,0.02357,"Entertainment","US","Common Stock"
,"BM9XCN0","FG","F&G Annuities & Life Inc",325029,$12292596.78,0.02341,"Insurance","US","Common Stock"
,"2690506","PBI","Pitney Bowes Inc",2876175,$12252505.5,0.02333,"Commercial Services & Supplies","US","Common Stock"
,"2779234","SCHL","Scholastic Corp",338941,$12073078.42,0.02299,"Media","US","Common Stock"
,"2967675","BRKL","Brookline Bancorp Inc",1448428,$12021952.4,0.02289,"Banks","US","Common Stock"
,"2487117","KELYA","Kelly Services Inc",520901,$11949468.94,0.02276,"Professional Services","US","Common Stock"
,"2456957","DIN","Dine Brands Global Inc",264873,$11680899.3,0.02224,"Hotels, Restaurants & Leisure","US","Common Stock"
,"2612737","PRA","ProAssurance Corp",874202,$11679338.72,0.02224,"Insurance","US","Common Stock"
,"BDQYWV1","VREX","Varex Imaging Corp",696353,$11315736.25,0.02155,"Health Care Equipment & Supplies","US","Common Stock"
,"BD8NBC0","LGF/A","Lions Gate Entertainment Corp",1071323,$10809649.07,0.02058,"Entertainment","US","Common Stock"
,"BWX4MD9","CAL","Caleres Inc",289237,$10652598.71,0.02029,"Specialty Retail","US","Common Stock"
,"B7ZKH46","AMBC","Ambac Financial Group Inc",736428,$10641384.6,0.02026,"Insurance","US","Common Stock"
,"BPW6WJ3","ULS","UL Solutions Inc",289716,$10169031.6,0.01936,"Professional Services","US","Common Stock"
,"BMXWYR1","EMBC","Embecta Corp",987517,$10003547.21,0.01905,"Health Care Equipment & Supplies","US","Common Stock"
,"2616870","NUS","Nu Skin Enterprises Inc",847598,$9967752.48,0.01898,"Personal Care Products","US","Common Stock"
,"B3KWJV0","CFFN","Capitol Federal Financial Inc",2064325,$9846830.25,0.01875,"Banks","US","Common Stock"
,"BD0MGM0","KNSA","Kiniksa Pharmaceuticals Ltd",516229,$9663806.88,0.0184,"Biotechnology","US","Common Stock"
,"B7LG306","HY","Hyster-Yale Materials Handling Inc",164674,$9644956.18,0.01837,"Machinery","US","Common Stock"
,"BNM5672","HTZ","Hertz Global Holdings Inc",2094514,$9530038.7,0.01815,"Ground Transportation","US","Common Stock"
,"2492337","HAIN","Hain Celestial Group Inc/The",1540729,$9460076.06,0.01801,"Food Products","US","Common Stock"
,"BMX7WP0","SWI","SolarWinds Corp",857661,$9451424.22,0.018,"Software","US","Common Stock"
,"BPJM8Q3","BTSG","BrightSpring Health Services Inc",880712,$9414811.28,0.01793,"Health Care Providers & Services","US","Common Stock"
,"BLLHH27","SABR","Sabre Corp",3253276,$9336902.12,0.01778,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BN78784","PTVE","Pactiv Evergreen Inc",612178,$9329592.72,0.01777,"Containers & Packaging","US","Common Stock"
,"BF16ZX9","FOR","Forestar Group Inc",299657,$9286370.43,0.01768,"Real Estate Management & Development","US","Common Stock"
,"2028174","UHAL","U-Haul Holding Co",145221,$9182323.83,0.01749,"Ground Transportation","US","Common Stock"
,"BYWLRV8","CNDT","Conduent Inc",2881080,$9075402,0.01728,"Professional Services","US","Common Stock"
,"2648055","EGBN","Eagle Bancorp Inc",487597,$9015668.53,0.01717,"Banks","US","Common Stock"
,"BLB0YH0","DAWN","Day One Biopharmaceuticals Inc",522492,$8934613.2,0.01701,"Biotechnology","US","Common Stock"
,"2893071","TGI","Triumph Group Inc",659160,$8806377.6,0.01677,"Aerospace & Defense","US","Common Stock"
,"2888613","TMP","Tompkins Financial Corp",197649,$8692603.02,0.01655,"Banks","US","Common Stock"
,"BG6N6K6","CHGG","Chegg Inc",1677484,$8672592.28,0.01652,"Diversified Consumer Services","US","Common Stock"
,"2895163","UNFI","United Natural Foods Inc",967986,$8644114.98,0.01646,"Consumer Staples Distribution & Retail","US","Common Stock"
,"BPBLNG3","UDMY","Udemy Inc",854669,$8563783.38,0.01631,"Diversified Consumer Services","US","Common Stock"
,"BMBX3P7","VTS","Vitesse Energy Inc",381523,$8465995.37,0.01612,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"BMVNLY2","RDDT","Reddit Inc",190364,$8459776.16,0.01611,"Interactive Media & Services","US","Common Stock"
,"BN4JNC6","KVYO","Klaviyo Inc",375632,$8414156.8,0.01602,"Software","US","Common Stock"
,"BMDBB99","SAFE","Safehold Inc",457034,$8336300.16,0.01587,"Specialized REITs","US","REIT"
,"BG0ZML1","BV","BrightView Holdings Inc",728645,$8197256.25,0.01561,"Commercial Services & Supplies","US","Common Stock"
,"2267698","USNA","USANA Health Sciences Inc",196853,$8173336.56,0.01556,"Personal Care Products","US","Common Stock"
,"2918996","USM","United States Cellular Corp",222986,$8107770.96,0.01544,"Wireless Telecommunication Services","US","Common Stock"
,"2981181","WRLD","World Acceptance Corp",57358,$7890740.06,0.01503,"Consumer Finance","US","Common Stock"
,"BF0YMC2","KREF","KKR Real Estate Finance Trust Inc",832228,$7831265.48,0.01491,"Mortgage Real Estate Investment Trusts (REITs)","US","REIT"
,"B5T0CW1","HOUS","Anywhere Real Estate Inc",1608829,$7818908.94,0.01489,"Real Estate Management & Development","US","Common Stock"
,"B4WXG84","UFCS","United Fire Group Inc",346682,$7658205.38,0.01458,"Insurance","US","Common Stock"
,"B4N8MH9","PACB","Pacific Biosciences of California Inc",4586954,$7568474.1,0.01441,"Life Sciences Tools & Services","US","Common Stock"
,"BLH3WV3","NAPA","Duckhorn Portfolio Inc/The",890387,$7541577.89,0.01436,"Beverages","US","Common Stock"
,"BJHVCH9","CCO","Clear Channel Outdoor Holdings Inc",5385199,$7485426.61,0.01425,"Media","US","Common Stock"
,"2777777","BFS","Saul Centers Inc",205338,$7476356.58,0.01424,"Retail REITs","US","REIT"
,"2626802","NPK","National Presto Industries Inc",91099,$7469207.01,0.01422,"Aerospace & Defense","US","Common Stock"
,"BFMB9P3","CLBK","Columbia Financial Inc",449868,$7467808.8,0.01422,"Banks","US","Common Stock"
,"2821298","RDUS","Radius Recycling Inc",426997,$7438287.74,0.01416,"Metals & Mining","US","Common Stock"
,"2414018","HTLD","Heartland Express Inc",745599,$7411254.06,0.01411,"Ground Transportation","US","Common Stock"
,"B86V808","TILE","Interface Inc",473419,$7238576.51,0.01378,"Commercial Services & Supplies","US","Common Stock"
,"BDRY7P9","ATUS","Altice USA Inc",3729190,$7197336.7,0.01371,"Media","US","Common Stock"
,"2583297","MEI","Methode Electronics Inc",580030,$7070565.7,0.01346,"Electronic Equipment, Instruments & Components","US","Common Stock"
,"BDCBXH9","CWH","Camping World Holdings Inc",347463,$7043075.01,0.01341,"Specialty Retail","US","Common Stock"
,"BMBR683","NABL","N-able Inc/US",549976,$6742705.76,0.01284,"Software","US","Common Stock"
,"BRJX4J5","SBGI","Sinclair Inc",545360,$6707928,0.01277,"Media","US","Common Stock"
,"BJ9J282","DBI","Designer Brands Inc",716161,$6653135.69,0.01267,"Specialty Retail","US","Common Stock"
,"BMYGG87","SWBI","Smith & Wesson Brands Inc",391395,$6641973.15,0.01265,"Leisure Products","US","Common Stock"
,"BNDQ9Y2","GCMG","GCM Grosvenor Inc",700450,$6612248,0.01259,"Capital Markets","US","Common Stock"
,"BKF9D68","AMK","AssetMark Financial Holdings Inc",191342,$6469273.02,0.01232,"Capital Markets","US","Common Stock"
,"BNKT9M2","CLB","Core Laboratories Inc",401798,$6348408.4,0.01209,"Energy Equipment & Services","US","Common Stock"
,"BJNPYY6","CRNC","Cerence Inc",679036,$6186017.96,0.01178,"Software","US","Common Stock"
,"2200552","BJRI","BJ's Restaurants Inc",189316,$6169808.44,0.01175,"Hotels, Restaurants & Leisure","US","Common Stock"
,"BZ1N455","RMR","RMR Group Inc/The",255955,$6071252.6,0.01156,"Real Estate Management & Development","US","Common Stock"
,"BNC2MS6","ADV","Advantage Solutions Inc",1399917,$5963646.42,0.01136,"Media","US","Common Stock"
,"2379281","GRC","Gorman-Rupp Co/The",179722,$5961378.74,0.01135,"Machinery","US","Common Stock"
,"BNZD2W0","IBTA","Ibotta Inc",58237,$5955897.99,0.01134,"Media","US","Common Stock"
,"BNXK803","SMR","NuScale Power Corp",987577,$5727946.6,0.01091,"Electrical Equipment","US","Common Stock"
,"2183868","CENT","Central Garden & Pet Co",139266,$5702942.7,0.01086,"Household Products","US","Common Stock"
,"B4MG4Z6","AMCX","AMC Networks Inc",522833,$5552486.46,0.01057,"Media","US","Common Stock"
,"BNV08M7","ARHS","Arhaus Inc",433011,$5481919.26,0.01044,"Specialty Retail","US","Common Stock"
,"BMGH6N3","ZIP","ZipRecruiter Inc",522804,$5374425.12,0.01023,"Interactive Media & Services","US","Common Stock"
,"2412700","NVRI","Enviri Corp",684633,$5326444.74,0.01014,"Commercial Services & Supplies","US","Common Stock"
,"BN2QTD2","EE","Excelerate Energy Inc",315269,$5315435.34,0.01012,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"B3M7R64","INN","Summit Hotel Properties Inc",876472,$5267596.72,0.01003,"Hotel & Resort REITs","US","REIT"
,"BPW6WD7","PACS","PACS Group Inc",193135,$4822580.95,0.00918,"Health Care Providers & Services","US","Common Stock"
,"2510790","FWRD","Forward Air Corp",214704,$4727782.08,0.009,"Air Freight & Logistics","US","Common Stock"
,"2966865","RUSHB","Rush Enterprises Inc",110765,$4531396.15,0.00863,"Trading Companies & Distributors","US","Common Stock"
,"2166397","KRO","Kronos Worldwide Inc",394550,$4517597.5,0.0086,"Chemicals","US","Common Stock"
,"2202763","CMP","Compass Minerals International Inc",354259,$4410524.55,0.0084,"Metals & Mining","US","Common Stock"
,"BKVDKY1","MPLN","Multiplan Corp",6683871,$4343179.38,0.00827,"Health Care Technology","US","Common Stock"
,"BQFMQ93","EHAB","Enhabit Inc",430016,$4338861.44,0.00826,"Health Care Providers & Services","US","Common Stock"
,"2014021","ALX","Alexander's Inc",19711,$4170059.16,0.00794,"Retail REITs","US","REIT"
,"BF2F1Q0","TRTX","TPG RE Finance Trust Inc",534224,$3915861.92,0.00746,"Mortgage Real Estate Investment Trusts (REITs)","US","REIT"
,"BMYR6Y6","TWKS","Thoughtworks Holding Inc",1638460,$3801227.2,0.00724,"IT Services","US","Common Stock"
,"B0G7SZ5","ACCO","ACCO Brands Corp",773651,$3728997.82,0.0071,"Commercial Services & Supplies","US","Common Stock"
,"BMHT0H0","STER","Sterling Check Corp",242497,$3668979.61,0.00699,"Professional Services","US","Common Stock"
,"BMXDS27","CRCT","Cricut Inc",630063,$3351935.16,0.00638,"Household Durables","US","Common Stock"
,"B3ZG8F4","SAVE","Spirit Airlines Inc",938839,$3314101.67,0.00631,"Passenger Airlines","US","Common Stock"
,"BL53YS6","BRDG","Bridge Investment Group Holdings Inc",498898,$3282748.84,0.00625,"Capital Markets","US","Common Stock"
,"BFZP4T1","EAF","GrafTech International Ltd",1872374,$3220483.28,0.00613,"Electrical Equipment","US","Common Stock"
,"BNBV240","BRCC","BRC Inc",823511,$3211692.9,0.00612,"Food Products","US","Common Stock"
,"BQ3R1Y0","GETY","Getty Images Holdings Inc",863976,$3179431.68,0.00605,"Interactive Media & Services","US","Common Stock"
,"BPCJW03","ACDC","ProFrac Holding Corp",410038,$2980976.26,0.00568,"Energy Equipment & Services","US","Common Stock"
,"2115902","OPK","OPKO Health Inc",2391184,$2917244.48,0.00556,"Health Care Providers & Services","US","Common Stock"
,"BMDPVF7","CTRI","Centuri Holdings Inc",111251,$2753462.25,0.00524,"Construction & Engineering","US","Common Stock"
,"2934033","MED","Medifast Inc",93457,$2572871.21,0.0049,"Personal Care Products","US","Common Stock"
,"BKTNTP7","PARAA","Paramount Global",124278,$2571311.82,0.0049,"Media","US","Common Stock"
,"BY3H7G0","KRNY","Kearny Financial Corp/MD",469884,$2537373.6,0.00483,"Banks","US","Common Stock"
,"BF950B1","TTEC","TTEC Holdings Inc",325337,$2368453.36,0.00451,"Professional Services","US","Common Stock"
,"BNKJ933","OLPX","Olaplex Holdings Inc",1684130,$2340940.7,0.00446,"Personal Care Products","US","Common Stock"
,"BRDV332","NPWR","Net Power Inc",213129,$2323106.1,0.00442,"Electrical Equipment","US","Common Stock"
,"2862532","SSP","EW Scripps Co/The",592540,$2227950.4,0.00424,"Media","US","Common Stock"
,"2394080","GEF/B","Greif Inc",34851,$2177490.48,0.00415,"Containers & Packaging","US","Common Stock"
,"BZ6CCH5","LDI","loanDepot Inc",1036578,$2156082.24,0.00411,"Financial Services","US","Common Stock"
,"BNRQM83","WOOF","Petco Health & Wellness Co Inc",1384848,$2077272,0.00396,"Specialty Retail","US","Common Stock"
,"2398855","FORR","Forrester Research Inc",99018,$1801137.42,0.00343,"Professional Services","US","Common Stock"
,"BMNQC35","GPRO","GoPro Inc",1007493,$1742962.89,0.00332,"Household Durables","US","Common Stock"
,"BVFNZL6","APPS","Digital Turbine Inc",829132,$1583642.12,0.00302,"Software","US","Common Stock"
,"BLBM4T8","OPAL","OPAL Fuels Inc",335718,$1571160.24,0.00299,"Oil, Gas & Consumable Fuels","US","Common Stock"
,"BZ6VMW7","AC","Associated Capital Group Inc",22081,$717411.69,0.00137,"Capital Markets","US","Common Stock"
,"BSLQK57","RBRK","Rubrik Inc",17729,$567682.58,0.00108,"Software","US","Common Stock"
,"BLDCK32","LOAR","Loar Holdings Inc",4433,$231934.56,0.00044,"Aerospace & Defense","US","Common Stock"
,"9013463","null","SPIRIT MTA REIT RTS - do not deactivate",334911,$30141.99,0.00006,"null","US","Right"
,"B60WSC5","SGYPQ","Synergy Pharmaceuticals LLC",1169882,$11.7,0,"Biotechnology","US","Common Stock"
,"null","null","OMNIAB INC - 12.5 EARNOUT",53581,$0.54,0,"null","US","Common Stock"
,"null","null","OMNIAB INC - 15 EARNOUT",53581,$0.54,0,"null","US","Common Stock"
,"BDFS3G6","RC","Ready Capital Corp",0.02,$0.17,0,"Mortgage Real Estate Investment Trusts (REITs)","US","REIT"

Bonds holdings 
 ,SEDOL,Holdings name,Coupon rate,Maturity date,Face amount,Market value,% of fund*

 holdings 
 ,SEDOL,Holdings name,% of fund*,Market value,Local currency

Commodities holdings 
 ,SEDOL,Holdings name,% of fund*,Market value,# of Contracts
Short-term reserves holdings 
 ,SEDOL,Holdings name,Maturity date,Market value,% of fund*
,"null","SLCMT1142",,12/31/2049$378786299.58,---
,"null","MKTLIQ",,12/31/2999$181066784.01,---
,"null","Synthetic Cash - BCIT USD",,---$13010000,---
,"null","Synthetic Cash - CMS USD",,---$4420000,---
,"null","Synthetic Cash - ZVGI USD",,---$1639000,---
,"null","Synthetic Cash - BBAM USD",,---$180000,---
,"null","Synthetic Cash - QMS USD",,---$-743545.35,---

---
"* Percentages may not add up to 100%. SEC regulations allow us to withhold a certain amount of holdings as proprietary information."
